"chr" "gene" "dom" "subdom" "exon" "gene.dom" "gene.dom.subdom" "envarp" "envarpf" "envarpfr" "emutr" "envarpfc" "x"
"104348" "8" "PARP10" "-" "-_1" "E10" "PARP10:-" "PARP10:-:-_1" 2 2 1 2.9527e-06 1 -0.36472409575386
"104349" "8" "PARP10" "-" "-_1" "E5" "PARP10:-" "PARP10:-:-_1" 35 22 19 1.0451e-05 3 2.83538658147144
"104350" "8" "PARP10" "-" "-_1" "E6" "PARP10:-" "PARP10:-:-_1" 11 6 5 3.4585e-06 1 0.508033361671221
"104351" "8" "PARP10" "-" "-_1" "E7" "PARP10:-" "PARP10:-:-_1" 5 4 3 1.6863e-06 1 -0.0738049432788328
"104352" "8" "PARP10" "-" "-_1" "E8" "PARP10:-" "PARP10:-:-_1" 35 27 23 1.1024e-05 4 2.83538658147144
"104353" "8" "PARP10" "-" "-_1" "E9" "PARP10:-" "PARP10:-:-_1" 11 8 7 3.6698e-06 1 0.508033361671221
"104354" "8" "PARP10" "-" "-_2" "E3" "PARP10:-" "PARP10:-:-_2" 3 2 2 3.934e-06 0 -0.267751044928851
"104355" "8" "PARP10" "-" "-_2" "E4" "PARP10:-" "PARP10:-:-_2" 5 3 3 2.0189e-06 0 -0.0738049432788328
"104357" "8" "PARP10" "-" "-_3" "E2" "PARP10:-" "PARP10:-:-_3" 1 1 1 6.5836e-07 0 -0.461697146578869
"104358" "8" "PARP10" "238719" "238719_0" "E10" "PARP10:238719" "PARP10:238719:238719_0" 2 1 1 2.726e-06 0 -0.36472409575386
"104359" "8" "PARP10" "238719" "238719_0" "E11" "PARP10:238719" "PARP10:238719:238719_0" 9 4 2 8.6387e-06 2 0.314087260021203
"104360" "8" "PARP10" "240991" "240991_0" "E4" "PARP10:240991" "PARP10:240991:240991_0" 4 3 3 2.2685e-06 0 -0.170777994103842
"104361" "8" "PARP10" "240991" "240991_0" "E5" "PARP10:240991" "PARP10:240991:240991_0" 5 4 4 1.0195e-06 0 -0.0738049432788328
"104362" "8" "PARP10" "240991" "240991_1" "E2" "PARP10:240991" "PARP10:240991:240991_1" 2 2 2 2.915e-06 0 -0.36472409575386
"104363" "8" "PARP10" "240991" "240991_1" "E3" "PARP10:240991" "PARP10:240991:240991_1" 1 0 0 1.0312e-06 0 -0.461697146578869
"104754" "8" "PLEKHF2" "-" "-_1" "E1" "PLEKHF2:-" "PLEKHF2:-:-_1" 2 1 1 7.4458e-07 0 -0.36472409575386
"104755" "8" "PLEKHF2" "-" "-_2" "E1" "PLEKHF2:-" "PLEKHF2:-:-_2" 3 2 2 1.4992e-06 0 -0.267751044928851
"104756" "8" "PLEKHF2" "238022" "238022_0" "E1" "PLEKHF2:238022" "PLEKHF2:238022:238022_0" 4 3 3 2.6276e-06 0 -0.170777994103842
"104757" "8" "PLEKHF2" "241253" "241253_0" "E1" "PLEKHF2:241253" "PLEKHF2:241253:241253_0" 5 2 2 4.3521e-06 0 -0.0738049432788328
"104762" "8" "PNMA2" "-" "-_0" "E1" "PNMA2:-" "PNMA2:-:-_0" 38 23 21 1.537e-05 2 3.12630573394646
"104763" "8" "PNMA2" "-" "-_1" "E1" "PNMA2:-" "PNMA2:-:-_1" 1 1 1 3.0639e-07 0 -0.461697146578869
"104764" "8" "PNMA2" "193523" "193523_0" "E1" "PNMA2:193523" "PNMA2:193523:193523_0" 3 2 2 1.8781e-06 0 -0.267751044928851
"104766" "8" "PNOC" "-" "-_1" "E2" "PNOC:-" "PNOC:-:-_1" 17 14 14 6.1979e-06 0 1.08987166662128
"104767" "8" "PNOC" "189865" "189865_0" "E1" "PNOC:189865" "PNOC:189865:189865_0" 3 2 2 8.2055e-07 0 -0.267751044928851
"104768" "8" "PNOC" "189865" "189865_0" "E2" "PNOC:189865" "PNOC:189865:189865_0" 1 1 1 1.0022e-06 0 -0.461697146578869
"104854" "8" "PPP2CB" "163658" "163658_0" "E2" "PPP2CB:163658" "PPP2CB:163658:163658_0" 6 4 4 2.5145e-06 0 0.0231681075461762
"104855" "8" "PPP2CB" "163658" "163658_0" "E3" "PPP2CB:163658" "PPP2CB:163658:163658_0" 5 2 2 2.9107e-06 0 -0.0738049432788328
"104857" "8" "PPP2CB" "163658" "163658_0" "E5" "PPP2CB:163658" "PPP2CB:163658:163658_0" 4 0 0 2.3708e-06 0 -0.170777994103842
"104858" "8" "PPP2CB" "163658" "163658_0" "E6" "PPP2CB:163658" "PPP2CB:163658:163658_0" 1 0 0 1.6315e-06 0 -0.461697146578869
"104859" "8" "PPP2CB" "163658" "163658_0" "E7" "PPP2CB:163658" "PPP2CB:163658:163658_0" 1 0 0 3.8952e-07 0 -0.461697146578869
"104872" "8" "PPP3CC" "-" "-_0" "E1" "PPP3CC:-" "PPP3CC:-:-_0" 2 1 1 1.4159e-06 0 -0.36472409575386
"104873" "8" "PPP3CC" "-" "-_0" "E2" "PPP3CC:-" "PPP3CC:-:-_0" 3 3 3 7.7435e-07 0 -0.267751044928851
"104874" "8" "PPP3CC" "-" "-_1" "E10" "PPP3CC:-" "PPP3CC:-:-_1" 2 2 2 9.3457e-07 0 -0.36472409575386
"104876" "8" "PPP3CC" "-" "-_1" "E12" "PPP3CC:-" "PPP3CC:-:-_1" 2 2 1 1.3657e-06 1 -0.36472409575386
"104877" "8" "PPP3CC" "-" "-_1" "E13" "PPP3CC:-" "PPP3CC:-:-_1" 4 3 3 1.35e-06 0 -0.170777994103842
"104879" "8" "PPP3CC" "-" "-_1" "E15" "PPP3CC:-" "PPP3CC:-:-_1" 9 7 5 3.6485e-06 2 0.314087260021203
"104880" "8" "PPP3CC" "-" "-_1" "E9" "PPP3CC:-" "PPP3CC:-:-_1" 2 1 1 4.6006e-07 0 -0.36472409575386
"104881" "8" "PPP3CC" "163659" "163659_0" "E2" "PPP3CC:163659" "PPP3CC:163659:163659_0" 1 1 0 1.5755e-06 1 -0.461697146578869
"104882" "8" "PPP3CC" "163659" "163659_0" "E3" "PPP3CC:163659" "PPP3CC:163659:163659_0" 3 2 2 1.5109e-06 0 -0.267751044928851
"104884" "8" "PPP3CC" "163659" "163659_0" "E5" "PPP3CC:163659" "PPP3CC:163659:163659_0" 2 2 1 1.8343e-06 1 -0.36472409575386
"104885" "8" "PPP3CC" "163659" "163659_0" "E6" "PPP3CC:163659" "PPP3CC:163659:163659_0" 6 4 4 2.0167e-06 0 0.0231681075461762
"104886" "8" "PPP3CC" "163659" "163659_0" "E7" "PPP3CC:163659" "PPP3CC:163659:163659_0" 1 1 1 7.9842e-07 0 -0.461697146578869
"104888" "8" "PPP3CC" "163659" "163659_0" "E9" "PPP3CC:163659" "PPP3CC:163659:163659_0" 2 1 1 8.4275e-07 0 -0.36472409575386
"104968" "8" "PRSS55" "-" "-_0" "E1" "PRSS55:-" "PRSS55:-:-_0" 13 11 7 2.4089e-06 4 0.701979463321239
"104969" "8" "PRSS55" "-" "-_0" "E2" "PRSS55:-" "PRSS55:-:-_0" 3 3 3 7.8906e-07 0 -0.267751044928851
"104970" "8" "PRSS55" "-" "-_1" "E5" "PRSS55:-" "PRSS55:-:-_1" 11 7 6 1.8996e-06 1 0.508033361671221
"104971" "8" "PRSS55" "238113" "238113_0" "E2" "PRSS55:238113" "PRSS55:238113:238113_0" 9 5 4 2.4156e-06 1 0.314087260021203
"104972" "8" "PRSS55" "238113" "238113_0" "E3" "PRSS55:238113" "PRSS55:238113:238113_0" 17 12 11 4.2532e-06 1 1.08987166662128
"104973" "8" "PRSS55" "238113" "238113_0" "E4" "PRSS55:238113" "PRSS55:238113:238113_0" 7 7 6 2.0133e-06 1 0.120141158371185
"104974" "8" "PRSS55" "238113" "238113_0" "E5" "PRSS55:238113" "PRSS55:238113:238113_0" 13 7 5 1.9953e-06 2 0.701979463321239
"105005" "8" "PTDSS1" "-" "-_0" "E1" "PTDSS1:-" "PTDSS1:-:-_0" 2 2 2 3.563e-06 0 -0.36472409575386
"105006" "8" "PTDSS1" "-" "-_0" "E2" "PTDSS1:-" "PTDSS1:-:-_0" 2 1 1 9.2359e-07 0 -0.36472409575386
"105008" "8" "PTDSS1" "-" "-_1" "E10" "PTDSS1:-" "PTDSS1:-:-_1" 3 0 0 6.9422e-07 0 -0.267751044928851
"105009" "8" "PTDSS1" "-" "-_1" "E11" "PTDSS1:-" "PTDSS1:-:-_1" 3 2 2 1.0939e-06 0 -0.267751044928851
"105010" "8" "PTDSS1" "-" "-_1" "E12" "PTDSS1:-" "PTDSS1:-:-_1" 5 4 3 8.9119e-07 1 -0.0738049432788328
"105011" "8" "PTDSS1" "-" "-_1" "E13" "PTDSS1:-" "PTDSS1:-:-_1" 2 2 2 1.6509e-06 0 -0.36472409575386
"105013" "8" "PTDSS1" "145924" "145924_0" "E3" "PTDSS1:145924" "PTDSS1:145924:145924_0" 1 1 1 4.925e-07 0 -0.461697146578869
"105014" "8" "PTDSS1" "145924" "145924_0" "E4" "PTDSS1:145924" "PTDSS1:145924:145924_0" 4 2 2 1.7678e-06 0 -0.170777994103842
"105015" "8" "PTDSS1" "145924" "145924_0" "E5" "PTDSS1:145924" "PTDSS1:145924:145924_0" 2 1 1 2.0865e-06 0 -0.36472409575386
"105016" "8" "PTDSS1" "145924" "145924_0" "E6" "PTDSS1:145924" "PTDSS1:145924:145924_0" 5 2 2 2.2991e-06 0 -0.0738049432788328
"105017" "8" "PTDSS1" "145924" "145924_0" "E7" "PTDSS1:145924" "PTDSS1:145924:145924_0" 4 2 2 1.797e-06 0 -0.170777994103842
"105018" "8" "PTDSS1" "145924" "145924_0" "E8" "PTDSS1:145924" "PTDSS1:145924:145924_0" 2 1 1 1.1497e-06 0 -0.36472409575386
"105019" "8" "PTDSS1" "145924" "145924_0" "E9" "PTDSS1:145924" "PTDSS1:145924:145924_0" 1 0 0 1.4445e-06 0 -0.461697146578869
"105288" "8" "REEP4" "-" "-_0" "E2" "REEP4:-" "REEP4:-:-_0" 1 1 1 9.7188e-07 0 -0.461697146578869
"105289" "8" "REEP4" "-" "-_0" "E3" "REEP4:-" "REEP4:-:-_0" 6 4 4 1.1666e-06 0 0.0231681075461762
"105290" "8" "REEP4" "-" "-_0" "E4" "REEP4:-" "REEP4:-:-_0" 5 2 2 2.1911e-06 0 -0.0738049432788328
"105291" "8" "REEP4" "-" "-_0" "E5" "REEP4:-" "REEP4:-:-_0" 8 6 6 3.1813e-06 0 0.217114209196194
"105292" "8" "REEP4" "-" "-_0" "E6" "REEP4:-" "REEP4:-:-_0" 8 7 6 2.5981e-06 1 0.217114209196194
"105293" "8" "REEP4" "-" "-_0" "E7" "REEP4:-" "REEP4:-:-_0" 12 7 5 3.8146e-06 2 0.60500641249623
"105294" "8" "REEP4" "-" "-_0" "E8" "REEP4:-" "REEP4:-:-_0" 1 1 1 1.578e-06 0 -0.461697146578869
"105417" "8" "RMDN1" "-" "-_0" "E10" "RMDN1:-" "RMDN1:-:-_0" 4 2 2 4.7956e-07 0 -0.170777994103842
"105418" "8" "RMDN1" "-" "-_0" "E9" "RMDN1:-" "RMDN1:-:-_0" 3 3 3 1.1862e-06 0 -0.267751044928851
"105419" "8" "RMDN1" "-" "-_1" "E1" "RMDN1:-" "RMDN1:-:-_1" 4 3 2 4.3234e-06 1 -0.170777994103842
"105420" "8" "RMDN1" "-" "-_1" "E2" "RMDN1:-" "RMDN1:-:-_1" 3 3 2 1.3703e-06 1 -0.267751044928851
"105421" "8" "RMDN1" "-" "-_1" "E3" "RMDN1:-" "RMDN1:-:-_1" 4 2 2 1.0185e-06 0 -0.170777994103842
"105422" "8" "RMDN1" "-" "-_1" "E4" "RMDN1:-" "RMDN1:-:-_1" 5 3 3 1.6119e-06 0 -0.0738049432788328
"105423" "8" "RMDN1" "238112" "238112_0" "E4" "RMDN1:238112" "RMDN1:238112:238112_0" 4 1 1 5.9747e-07 0 -0.170777994103842
"105424" "8" "RMDN1" "238112" "238112_0" "E5" "RMDN1:238112" "RMDN1:238112:238112_0" 3 1 1 9.5002e-07 0 -0.267751044928851
"105427" "8" "RMDN1" "238112" "238112_0" "E8" "RMDN1:238112" "RMDN1:238112:238112_0" 2 1 1 3.1737e-07 0 -0.36472409575386
"105873" "8" "SLURP1" "-" "-_0" "E3" "SLURP1:-" "SLURP1:-:-_0" 1 1 0 7.8909e-08 1 -0.461697146578869
"105874" "8" "SLURP1" "-" "-_1" "E1" "SLURP1:-" "SLURP1:-:-_1" 5 3 3 9.9005e-07 0 -0.0738049432788328
"105876" "8" "SLURP1" "238065" "238065_0" "E2" "SLURP1:238065" "SLURP1:238065:238065_0" 3 1 1 1.8052e-06 0 -0.267751044928851
"105877" "8" "SLURP1" "238065" "238065_0" "E3" "SLURP1:238065" "SLURP1:238065:238065_0" 3 2 2 2.7275e-06 0 -0.267751044928851
"105928" "8" "SNX31" "-" "-_0" "E13" "SNX31:-" "SNX31:-:-_0" 4 3 3 7.1992e-07 0 -0.170777994103842
"105929" "8" "SNX31" "-" "-_0" "E14" "SNX31:-" "SNX31:-:-_0" 4 4 3 1.0714e-06 1 -0.170777994103842
"105931" "8" "SNX31" "-" "-_1" "E8" "SNX31:-" "SNX31:-:-_1" 8 5 4 1.2943e-06 1 0.217114209196194
"105932" "8" "SNX31" "-" "-_1" "E9" "SNX31:-" "SNX31:-:-_1" 2 2 2 9.2756e-07 0 -0.36472409575386
"105934" "8" "SNX31" "-" "-_2" "E5" "SNX31:-" "SNX31:-:-_2" 2 1 1 4.9944e-07 0 -0.36472409575386
"105936" "8" "SNX31" "132795" "132795_0" "E1" "SNX31:132795" "SNX31:132795:132795_0" 1 1 1 1.9191e-06 0 -0.461697146578869
"105937" "8" "SNX31" "132795" "132795_0" "E2" "SNX31:132795" "SNX31:132795:132795_0" 4 3 3 1.7598e-06 0 -0.170777994103842
"105938" "8" "SNX31" "132795" "132795_0" "E3" "SNX31:132795" "SNX31:132795:132795_0" 7 7 6 1.3858e-06 1 0.120141158371185
"105940" "8" "SNX31" "176372" "176372_0" "E5" "SNX31:176372" "SNX31:176372:176372_0" 2 1 1 9.5041e-07 0 -0.36472409575386
"105941" "8" "SNX31" "176372" "176372_0" "E6" "SNX31:176372" "SNX31:176372:176372_0" 8 5 3 1.3948e-06 2 0.217114209196194
"105942" "8" "SNX31" "176372" "176372_0" "E7" "SNX31:176372" "SNX31:176372:176372_0" 1 1 1 1.0038e-06 0 -0.461697146578869
"105944" "8" "SNX31" "241490" "241490_0" "E10" "SNX31:241490" "SNX31:241490:241490_0" 10 8 7 2.6957e-06 1 0.411060310846212
"105945" "8" "SNX31" "241490" "241490_0" "E11" "SNX31:241490" "SNX31:241490:241490_0" 6 5 5 1.3677e-06 0 0.0231681075461762
"105946" "8" "SNX31" "241490" "241490_0" "E12" "SNX31:241490" "SNX31:241490:241490_0" 1 1 1 3.9179e-07 0 -0.461697146578869
"106428" "8" "TMEM64" "-" "-_0" "E1" "TMEM64:-" "TMEM64:-:-_0" 4 3 3 2.349e-05 0 -0.170777994103842
"106429" "8" "TMEM64" "-" "-_0" "E2" "TMEM64:-" "TMEM64:-:-_0" 7 4 4 1.947e-06 0 0.120141158371185
"106430" "8" "TMEM64" "-" "-_0" "E3" "TMEM64:-" "TMEM64:-:-_0" 8 3 3 2.1234e-06 0 0.217114209196194
"106484" "8" "TMEM71" "-" "-_0" "E1" "TMEM71:-" "TMEM71:-:-_0" 1 1 1 5.9522e-07 0 -0.461697146578869
"106485" "8" "TMEM71" "-" "-_0" "E2" "TMEM71:-" "TMEM71:-:-_0" 6 3 3 8.3598e-07 0 0.0231681075461762
"106486" "8" "TMEM71" "-" "-_0" "E3" "TMEM71:-" "TMEM71:-:-_0" 11 10 8 3.1192e-06 2 0.508033361671221
"106487" "8" "TMEM71" "-" "-_0" "E4" "TMEM71:-" "TMEM71:-:-_0" 4 3 2 1.1998e-06 1 -0.170777994103842
"106488" "8" "TMEM71" "-" "-_0" "E5" "TMEM71:-" "TMEM71:-:-_0" 3 3 1 2.2789e-06 2 -0.267751044928851
"106489" "8" "TMEM71" "-" "-_0" "E6" "TMEM71:-" "TMEM71:-:-_0" 2 1 1 7.714e-07 0 -0.36472409575386
"106490" "8" "TMEM71" "-" "-_0" "E7" "TMEM71:-" "TMEM71:-:-_0" 1 1 1 6.6609e-07 0 -0.461697146578869
"106491" "8" "TMEM71" "-" "-_0" "E8" "TMEM71:-" "TMEM71:-:-_0" 2 1 1 7.501e-07 0 -0.36472409575386
"106492" "8" "TMEM71" "-" "-_0" "E9" "TMEM71:-" "TMEM71:-:-_0" 1 1 1 1.4339e-07 0 -0.461697146578869
"106705" "8" "TRIM35" "-" "-_1" "E5" "TRIM35:-" "TRIM35:-:-_1" 6 1 1 1.9368e-06 0 0.0231681075461762
"106707" "8" "TRIM35" "-" "-_2" "E1" "TRIM35:-" "TRIM35:-:-_2" 2 1 1 3.9913e-07 0 -0.36472409575386
"106708" "8" "TRIM35" "-" "-_3" "E1" "TRIM35:-" "TRIM35:-:-_3" 6 5 4 3.5789e-06 1 0.0231681075461762
"106709" "8" "TRIM35" "-" "-_4" "E1" "TRIM35:-" "TRIM35:-:-_4" 1 0 0 1.5438e-06 0 -0.461697146578869
"106711" "8" "TRIM35" "128778" "128778_0" "E2" "TRIM35:128778" "TRIM35:128778:128778_0" 5 4 3 1.7345e-06 1 -0.0738049432788328
"106712" "8" "TRIM35" "128778" "128778_0" "E3" "TRIM35:128778" "TRIM35:128778:128778_0" 14 4 3 4.4965e-06 1 0.798952514146248
"106713" "8" "TRIM35" "128778" "128778_0" "E4" "TRIM35:128778" "TRIM35:128778:128778_0" 2 2 2 7.606e-07 0 -0.36472409575386
"106715" "8" "TRIM35" "237988" "237988_0" "E1" "TRIM35:237988" "TRIM35:237988:237988_0" 2 1 0 3.0301e-06 1 -0.36472409575386
"106716" "8" "TRIM35" "238093" "238093_0" "E1" "TRIM35:238093" "TRIM35:238093:238093_0" 5 1 1 3.6416e-06 0 -0.0738049432788328
"106717" "8" "TRIM35" "240491" "240491_0" "E6" "TRIM35:240491" "TRIM35:240491:240491_0" 40 22 21 1.3575e-05 1 3.32025183559648
"107526" "9" "ABCA2" "-" "-_0" "E46" "ABCA2:-" "ABCA2:-:-_0" 4 2 2 2.2029e-06 0 -0.170777994103842
"107527" "9" "ABCA2" "-" "-_0" "E47" "ABCA2:-" "ABCA2:-:-_0" 4 1 1 2.5064e-06 0 -0.170777994103842
"107528" "9" "ABCA2" "-" "-_0" "E48" "ABCA2:-" "ABCA2:-:-_0" 11 5 4 4.8748e-06 1 0.508033361671221
"107530" "9" "ABCA2" "-" "-_1" "E24" "ABCA2:-" "ABCA2:-:-_1" 4 2 2 2.1963e-06 0 -0.170777994103842
"107531" "9" "ABCA2" "-" "-_1" "E25" "ABCA2:-" "ABCA2:-:-_1" 7 5 5 3.5176e-06 0 0.120141158371185
"107532" "9" "ABCA2" "-" "-_1" "E26" "ABCA2:-" "ABCA2:-:-_1" 5 3 3 2.299e-06 0 -0.0738049432788328
"107533" "9" "ABCA2" "-" "-_1" "E27" "ABCA2:-" "ABCA2:-:-_1" 10 8 8 5.6414e-06 0 0.411060310846212
"107534" "9" "ABCA2" "-" "-_1" "E28" "ABCA2:-" "ABCA2:-:-_1" 9 5 4 5.1137e-06 1 0.314087260021203
"107535" "9" "ABCA2" "-" "-_1" "E29" "ABCA2:-" "ABCA2:-:-_1" 7 2 2 2.5756e-06 0 0.120141158371185
"107536" "9" "ABCA2" "-" "-_1" "E30" "ABCA2:-" "ABCA2:-:-_1" 8 3 3 8.7001e-06 0 0.217114209196194
"107537" "9" "ABCA2" "-" "-_1" "E31" "ABCA2:-" "ABCA2:-:-_1" 8 7 7 5.7518e-06 0 0.217114209196194
"107538" "9" "ABCA2" "-" "-_1" "E32" "ABCA2:-" "ABCA2:-:-_1" 2 2 1 2.091e-06 1 -0.36472409575386
"107539" "9" "ABCA2" "-" "-_1" "E33" "ABCA2:-" "ABCA2:-:-_1" 3 1 1 2.1596e-06 0 -0.267751044928851
"107540" "9" "ABCA2" "-" "-_1" "E34" "ABCA2:-" "ABCA2:-:-_1" 1 0 0 1.0528e-06 0 -0.461697146578869
"107541" "9" "ABCA2" "-" "-_1" "E35" "ABCA2:-" "ABCA2:-:-_1" 10 2 2 4.1005e-06 0 0.411060310846212
"107542" "9" "ABCA2" "-" "-_1" "E36" "ABCA2:-" "ABCA2:-:-_1" 1 1 1 2.3481e-06 0 -0.461697146578869
"107543" "9" "ABCA2" "-" "-_1" "E37" "ABCA2:-" "ABCA2:-:-_1" 4 0 0 3.4075e-06 0 -0.170777994103842
"107544" "9" "ABCA2" "-" "-_1" "E38" "ABCA2:-" "ABCA2:-:-_1" 6 0 0 2.0668e-06 0 0.0231681075461762
"107545" "9" "ABCA2" "-" "-_1" "E39" "ABCA2:-" "ABCA2:-:-_1" 6 3 3 3.0657e-06 0 0.0231681075461762
"107546" "9" "ABCA2" "-" "-_1" "E40" "ABCA2:-" "ABCA2:-:-_1" 9 4 4 2.318e-06 0 0.314087260021203
"107548" "9" "ABCA2" "-" "-_2" "E10" "ABCA2:-" "ABCA2:-:-_2" 7 2 2 4.0145e-06 0 0.120141158371185
"107549" "9" "ABCA2" "-" "-_2" "E11" "ABCA2:-" "ABCA2:-:-_2" 3 3 3 2.4421e-06 0 -0.267751044928851
"107550" "9" "ABCA2" "-" "-_2" "E12" "ABCA2:-" "ABCA2:-:-_2" 5 3 3 3.2339e-06 0 -0.0738049432788328
"107551" "9" "ABCA2" "-" "-_2" "E13" "ABCA2:-" "ABCA2:-:-_2" 5 2 2 1.8031e-06 0 -0.0738049432788328
"107552" "9" "ABCA2" "-" "-_2" "E14" "ABCA2:-" "ABCA2:-:-_2" 6 2 2 4.6874e-06 0 0.0231681075461762
"107553" "9" "ABCA2" "-" "-_2" "E15" "ABCA2:-" "ABCA2:-:-_2" 6 2 2 2.4139e-06 0 0.0231681075461762
"107555" "9" "ABCA2" "-" "-_2" "E17" "ABCA2:-" "ABCA2:-:-_2" 9 4 4 3.8374e-06 0 0.314087260021203
"107556" "9" "ABCA2" "-" "-_2" "E18" "ABCA2:-" "ABCA2:-:-_2" 4 1 1 3.5911e-06 0 -0.170777994103842
"107557" "9" "ABCA2" "-" "-_2" "E19" "ABCA2:-" "ABCA2:-:-_2" 6 1 1 4.3524e-06 0 0.0231681075461762
"107558" "9" "ABCA2" "-" "-_2" "E2" "ABCA2:-" "ABCA2:-:-_2" 2 0 0 1.4924e-06 0 -0.36472409575386
"107559" "9" "ABCA2" "-" "-_2" "E20" "ABCA2:-" "ABCA2:-:-_2" 5 3 3 3.316e-06 0 -0.0738049432788328
"107560" "9" "ABCA2" "-" "-_2" "E21" "ABCA2:-" "ABCA2:-:-_2" 3 1 1 7.2578e-07 0 -0.267751044928851
"107562" "9" "ABCA2" "-" "-_2" "E4" "ABCA2:-" "ABCA2:-:-_2" 3 1 1 3.316e-06 0 -0.267751044928851
"107563" "9" "ABCA2" "-" "-_2" "E5" "ABCA2:-" "ABCA2:-:-_2" 2 1 1 3.73e-06 0 -0.36472409575386
"107564" "9" "ABCA2" "-" "-_2" "E6" "ABCA2:-" "ABCA2:-:-_2" 7 4 3 3.1312e-06 1 0.120141158371185
"107565" "9" "ABCA2" "-" "-_2" "E7" "ABCA2:-" "ABCA2:-:-_2" 2 1 1 1.5577e-06 0 -0.36472409575386
"107566" "9" "ABCA2" "-" "-_2" "E8" "ABCA2:-" "ABCA2:-:-_2" 3 1 1 4.1692e-06 0 -0.267751044928851
"107567" "9" "ABCA2" "-" "-_2" "E9" "ABCA2:-" "ABCA2:-:-_2" 5 1 0 7.5744e-06 1 -0.0738049432788328
"107569" "9" "ABCA2" "213230" "213230_0" "E41" "ABCA2:213230" "ABCA2:213230:213230_0" 7 3 3 5.0408e-06 0 0.120141158371185
"107570" "9" "ABCA2" "213230" "213230_0" "E42" "ABCA2:213230" "ABCA2:213230:213230_0" 4 2 2 4.059e-06 0 -0.170777994103842
"107571" "9" "ABCA2" "213230" "213230_0" "E43" "ABCA2:213230" "ABCA2:213230:213230_0" 6 4 4 2.6815e-06 0 0.0231681075461762
"107572" "9" "ABCA2" "213230" "213230_0" "E44" "ABCA2:213230" "ABCA2:213230:213230_0" 1 0 0 1.8704e-06 0 -0.461697146578869
"107573" "9" "ABCA2" "213230" "213230_0" "E45" "ABCA2:213230" "ABCA2:213230:213230_0" 3 1 1 2.2238e-06 0 -0.267751044928851
"107574" "9" "ABCA2" "213230" "213230_1" "E21" "ABCA2:213230" "ABCA2:213230:213230_1" 4 0 0 2.3582e-06 0 -0.170777994103842
"107575" "9" "ABCA2" "213230" "213230_1" "E22" "ABCA2:213230" "ABCA2:213230:213230_1" 8 4 4 4.8913e-06 0 0.217114209196194
"107576" "9" "ABCA2" "213230" "213230_1" "E23" "ABCA2:213230" "ABCA2:213230:213230_1" 10 2 2 5.5074e-06 0 0.411060310846212
"107577" "9" "ABCA2" "213230" "213230_1" "E24" "ABCA2:213230" "ABCA2:213230:213230_1" 2 1 1 1.966e-06 0 -0.36472409575386
"107745" "9" "AGPAT2" "-" "-_0" "E6" "AGPAT2:-" "AGPAT2:-:-_0" 10 6 5 1.9374e-06 1 0.411060310846212
"107746" "9" "AGPAT2" "-" "-_1" "E1" "AGPAT2:-" "AGPAT2:-:-_1" 2 1 1 5.9229e-06 0 -0.36472409575386
"107748" "9" "AGPAT2" "153251" "153251_0" "E2" "AGPAT2:153251" "AGPAT2:153251:153251_0" 6 5 5 2.9676e-06 0 0.0231681075461762
"107749" "9" "AGPAT2" "153251" "153251_0" "E3" "AGPAT2:153251" "AGPAT2:153251:153251_0" 19 11 8 4.3116e-06 3 1.28381776827129
"107750" "9" "AGPAT2" "153251" "153251_0" "E4" "AGPAT2:153251" "AGPAT2:153251:153251_0" 2 1 1 1.6938e-06 0 -0.36472409575386
"107751" "9" "AGPAT2" "153251" "153251_0" "E5" "AGPAT2:153251" "AGPAT2:153251:153251_0" 6 5 5 1.1188e-06 0 0.0231681075461762
"107752" "9" "AGPAT2" "153251" "153251_0" "E6" "AGPAT2:153251" "AGPAT2:153251:153251_0" 9 4 3 2.0501e-06 1 0.314087260021203
"108258" "9" "BNC2" "-" "-_0" "E2" "BNC2:-" "BNC2:-:-_0" 5 4 3 1.3696e-06 1 -0.0738049432788328
"108259" "9" "BNC2" "-" "-_0" "E3" "BNC2:-" "BNC2:-:-_0" 7 5 4 2.7807e-06 1 0.120141158371185
"108260" "9" "BNC2" "-" "-_0" "E4" "BNC2:-" "BNC2:-:-_0" 1 0 0 1.3338e-06 0 -0.461697146578869
"108261" "9" "BNC2" "-" "-_0" "E5" "BNC2:-" "BNC2:-:-_0" 10 3 3 4.234e-06 0 0.411060310846212
"108262" "9" "BNC2" "-" "-_0" "E6" "BNC2:-" "BNC2:-:-_0" 73 50 43 2.7339e-05 7 6.52036251282178
"108263" "9" "BNC2" "-" "-_0" "E7" "BNC2:-" "BNC2:-:-_0" 28 20 16 1.0657e-05 4 2.15657522569637
"108367" "9" "C9orf117" "-" "-_0" "E1" "C9orf117:-" "C9orf117:-:-_0" 7 4 3 2.7251e-06 1 0.120141158371185
"108368" "9" "C9orf117" "-" "-_0" "E2" "C9orf117:-" "C9orf117:-:-_0" 12 10 9 4.5689e-06 1 0.60500641249623
"108369" "9" "C9orf117" "-" "-_0" "E3" "C9orf117:-" "C9orf117:-:-_0" 4 2 2 2.3213e-06 0 -0.170777994103842
"108370" "9" "C9orf117" "-" "-_0" "E4" "C9orf117:-" "C9orf117:-:-_0" 8 6 6 4.097e-06 0 0.217114209196194
"108371" "9" "C9orf117" "-" "-_0" "E5" "C9orf117:-" "C9orf117:-:-_0" 3 3 3 1.6993e-06 0 -0.267751044928851
